ip_term	count
188.6.29.174_pénz	2
188.6.29.174_hógolyó	2
188.6.29.174_szar	2
188.6.29.174_fos	2
188.6.29.174_picsa	2
188.6.29.174_baszni	2
188.6.29.174_király	4
188.6.29.174_bukowski	2
188.6.29.174_Eastwood	2
188.6.29.174_Rambo	2
"176.63.27.232_Területfejlesztés"""	2
176.63.27.232_szabadság	2
"82.43.126.16_Zsiros"""	6
"176.63.29.209_Területfejlesztés"""	3
176.63.29.209_Területfejlesztés	3
"176.63.29.209_"""	2
176.63.29.209_önkormányzatok	2
176.63.29.209_erkölcs	2
176.63.29.209_erkölcsök	2
176.63.29.209_Szabolcs-Szatmár-Bereg	2
176.63.29.209_filozófiai	2
176.63.29.209_Eötvös József	2
176.63.29.209_levéltári	2
176.63.29.209_vajda jános	2
176.63.29.209_kölcsey	2
176.63.29.209_vásárosnaményi	3
176.63.29.209_Vásárosnamény	7
176.63.29.209_valláserkölcs	2
176.63.29.209_valláserkölcsi	2
"176.63.29.209_Területfejlesztési"""	3
176.63.29.209_Dr. Kiss Gábor	2
176.63.29.209_Bibó István	2
176.63.29.209_soros györgy	2
"176.63.29.209_""soros györgy"""	4
"176.63.29.209_""kiss gábor"""	11
176.63.29.209_kiss gábor	5
"46.139.103.164_"""	4
46.139.103.164_szociális bértábla	12
"46.139.103.164_szociális bértábla"""	4
46.139.103.164_szociális dolgozók	2
46.139.103.164_szociális szektor	2
"46.139.103.164_szociális szektor"""	2
46.139.103.164_szociális dolgozól bére	2
46.139.103.164_szociális dolgozók bére	2
"46.139.103.164_szociális dolgozók bére"""	2
46.139.103.164_gyógypedagógia pótlék	2
"46.139.103.164_gyógypedagógia pótlék"""	2
94.21.53.93_őstörténet	2
178.210.245.67_Fehérgyarmat	3
178.210.245.67_Tilki	3
178.210.245.67_hazaáruló	2
178.210.245.67_magánrepülő	2
"84.3.254.157_alaptörvény"""	10
176.63.21.173_jászság OR jászberény	3
"176.63.21.173_jászság OR jászberény"""	2
176.63.31.141_barna eső	14
"176.63.31.141_""barna eső"""	3
176.63.21.180_tudomány	2
176.63.21.180_akadémia	2
176.63.21.180_foci	2
176.63.21.180_csótány	2
31.46.125.236_zsidó	2
31.46.125.236_Orbán viktor	2
31.46.125.236_simicska lajos	2
188.156.200.73_Szeged	2
188.156.200.73_Nemzeti Emlékcsarnok	5
188.156.200.73_kommunista	6
188.156.200.73_komunista	2
188.156.200.73_szocialista	4
188.156.200.73_fidesz	4
188.156.200.73_komunizmus	2
188.156.200.73_kommunizmus	2
188.156.200.73_kádár jános	2
188.156.200.73_zsidó	8
188.156.200.73_közigazgatás	2
188.156.200.73_adó	3
188.156.200.73_mszp	2
188.156.200.73_Jézus	2
188.156.200.73_isten	2
188.156.200.73_Isten	4
188.156.200.73_válság	2
188.156.200.73_jólét	2
188.156.200.73_Túróscsusza	3
188.156.200.73_Túrós csusza	3
188.156.200.73_csusza	2
188.156.200.73_túrós csusza	2
188.156.200.73_disznó	2
188.156.200.73_fasz	2
188.156.200.73_pina	2
188.156.200.73_seg	4
188.156.200.73_fütyi	2
188.156.200.73_popsi	2
188.156.200.73_csirkemell	2
188.156.200.73_szar	2
188.156.200.73_fatökű	2
188.156.200.73_kretén	2
188.156.200.73_horthy	3
77.111.107.114_közút	31
188.156.200.73_fasiszta	6
188.156.200.73_csöcs	2
188.156.200.73_pöcs	4
188.156.200.73_fing	2
188.156.200.73_szellentés	2
188.156.200.73_szellent	2
"77.111.107.114_közút"""	2
188.156.200.73_rottyant	2
77.111.107.114_czerván	2
188.156.200.73_rozoga	2
188.156.200.73_Besenyő	2
188.156.200.73_kackiás	4
77.111.107.114_czerván 31	2
188.156.200.73_Részeg	3
"77.111.107.114_czerván 31"""	2
188.156.200.73_Csecs	2
188.156.200.73_himbilimbi	2
188.156.200.73_kuki	2
188.156.200.73_kaka	2
188.156.200.73_rá jön a szapora	4
188.156.200.73_menyecske	2
188.156.200.73_ügynök	3
"188.156.200.73_ügynök"""	2
"31.46.125.236_zsidó"""	2
31.46.125.236_liberális férgek	2
31.46.125.236_szabó albert	2
31.46.125.236_identitás	2
31.46.125.236_nemzet	2
31.46.125.236_haza	2
31.46.125.236_ügynökakták	2
31.46.125.236_ügynök akták	2
31.46.125.236_Biszku	2
213.222.149.47_különbíróság	3
213.222.149.47_bíróság	2
130.43.207.249_vonalbezárás	2
130.43.207.249_vasútvonal	3
"176.63.17.158_""emberi jogok"""""	4
176.63.17.158_homoszexuálisok	4
5.204.57.55_törő gábor	2
193.225.200.92_kapitali*	5
193.225.200.92_kapitali*+kommuni*	2
193.225.200.92_olimpia	3
193.225.200.92_civil*	2
193.225.200.92_roma*	2
193.225.200.92_rendszervált*	2
193.225.200.93_felsőoktatás	2
193.225.200.93_kalocsa	2
212.92.17.49_Makó	16
212.92.17.49_buzás péter	4
80.251.178.106_forradalom	2
"80.251.178.106_forradalom"""	3
193.6.40.10_bevándorlás	3
81.182.66.84_Tiba	2
81.182.66.84_Szóllát	2
81.182.66.84_Szóllát Tibor	4
81.182.66.84_Kiss Tibor	3
81.182.66.84_Szólláth Tibor	6
"81.182.66.84_Szólláth Tibor"""	8
188.157.0.46_pesterzsébet	5
"188.157.0.46_pesterzsébet"""	2
188.157.0.46_devizahitel	6
176.63.23.224_EU	4
176.63.23.224_unió	2
176.63.23.224_európa	2
94.21.164.93_alapjövedelem	14
"94.21.164.93_alapjövedelem"""	5
"94.21.164.93_"""	16
94.21.164.93_internet	3
94.21.164.93_homoszexuális	24
94.21.164.93_meleg	4
94.21.164.93_pederaszta	2
94.21.164.93_homo	2
94.21.164.93_simicska	3
94.21.164.93_komcsi	2
94.21.164.93_buzi	2
94.21.164.93_staller	2
94.21.164.93_mutyi	4
94.21.164.93_lovag	55
94.21.164.93_rezsi	3
94.21.164.93_pörkölt	2
94.21.164.93_pénisz	2
94.21.164.93_démon	2
94.21.164.93_e-mail	2
94.21.164.93_náci	2
94.21.164.93_trianon	2
94.21.164.93_tek	2
94.21.164.93_TEK	2
94.21.164.93_libsi	2
94.21.164.93_AIDS	2
94.21.164.93_klíma	2
94.21.164.93_klímaváltozás	8
94.21.164.93_klímakatasztrófa	4
94.21.164.93_fenntarthatóság	4
94.21.164.93_zöld	2
94.21.164.93_zöldpolitika	2
94.21.164.93_öko	2
94.21.164.93_klíma változás	2
"94.21.164.93_lovag"""	2
94.21.164.93_fenntartható fejlődés	3
94.21.164.93_kapitalizmus	12
94.21.164.93_kapitalista	4
94.21.164.93_kommunizmus	4
78.131.71.239_kommunizmus	4
"78.131.71.239_"""	22
78.131.71.239_kapitalista	2
78.131.71.239_kommunista	2
78.131.71.239_nácizmus	2
78.131.71.239_bolsevizmus	4
78.131.71.239_liberalizmus	2
78.131.71.239_klíma	2
78.131.71.239_klímaváltozás	6
78.131.71.239_klímapolitika	2
78.131.71.239_feminizmus	2
78.131.71.239_feminista	3
78.131.71.239_homofób	5
78.131.71.239_homofóbia	5
78.131.71.239_szegénység	4
78.131.71.239_mélyszegénység	2
78.131.71.239_felzárkózás	2
78.131.71.239_privatizáció	2
78.131.71.239_szegény	2
78.131.71.239_aids	4
"84.3.3.18_homoszexuális"""	2
"84.3.3.18_buzi"""	1
"176.63.24.253_trianon"""	2
89.134.117.245_alapjövedelem	4
"84.2.131.215_eladás"""	2
84.206.62.4_Bánki Erik	2
84.206.62.4_Napfényfürdő	2
84.206.62.4_Aquapolis	2
84.206.62.4_Szeged	3
84.206.62.4_szegedi fürdő	7
193.6.50.29_horn	4
"176.77.136.13_"""	6
"176.77.136.13_korrupció"""	3
"194.77.48.120_"""	3
"194.77.48.120_euró"""	1
37.76.118.47_alapjövedelem	4
"84.225.205.204_alapjövedelem"""	2
31.46.241.155_alapjövedelem	2
31.46.241.155_ingyenpénz	2
84.16.38.26_felvidék	4
84.16.38.26_felvidéki	2
84.16.38.26_erdély	2
84.16.38.26_felvidek	2
87.197.104.141_kommunista	3
87.197.104.141_izrael	2
87.197.104.141_orbán	2
87.197.104.141_gyurcsány	2
87.197.104.141_határon túli	2
87.197.104.141_somorja	2
87.197.104.141_kétnyelvű dél-szlovákia	4
87.197.104.141_boldoghy	2
87.197.104.141_gubík	2
87.197.104.141_tejfalu	2
87.197.104.141_Soros	2
"87.197.104.141_""Soros György"""	2
87.197.104.141_felvidék	2
"217.145.202.194_""soros györgy"""	4
"217.145.202.194_"""	2
"94.21.34.82_""kiss gábor"""""	6
"94.21.34.82_""kiss gábor"""	7
"178.164.246.78_Stadion"""	6
178.164.246.78_migráns	27
178.164.246.78_puskás	2
"178.164.246.78_migráns"""	4
178.164.246.78_puskás ferenc	3
178.164.246.78_hazaáruló	12
"178.164.246.78_"""	2
"37.76.121.238_migráns"""	2
"178.48.162.223_narancsuralmi rendszer"""	4
178.48.162.223_dakota közmondás	2
178.48.162.223_tudniillik	5
"178.48.162.223_""magam részéről"""	3
"178.48.162.223_""na már most"""	2
178.48.162.223_offshore lovag	2
178.48.162.223_mutyi kormány	2
178.48.162.223_mutyizás	2
178.48.162.223_mutyizni	3
178.48.162.223_mutyi OR mutyizás	2
89.133.104.206_kishódos	2
89.133.104.206_garbolc	2
89.133.104.206_méhtelek	2
89.133.104.206_kispalád	4
89.133.104.206_szeged	15
89.133.104.206_villamosítás	2
188.156.217.28_szegedi híd	61
"31.46.248.79_"""	4
89.132.96.217_gyűlöletbeszéd	10
89.132.96.217_szabadság	2
89.132.96.217_szabadságharc	2
89.132.96.217_béke	2
89.132.96.217_liberális	2
89.132.96.217_szabedelvű	2
89.132.96.217_szabadelvű	2
89.132.96.217_konzervatív	2
89.132.96.217_fasiszta	2
89.132.96.217_náci	2
89.132.96.217_kommunista	2
89.132.96.217_szociáldemokrata	2
89.132.96.217_nemzeti	2
89.132.96.217_hazafi	2
89.132.96.217_republikánus	2
89.132.96.217_demokrácia	2
89.132.96.217_föderatív	2
89.132.96.217_föderáció	2
"37.76.78.118_migráció"""	2
37.76.78.118_szabad	6
37.76.78.118_szabadság	5
37.76.78.118_polgár	5
37.76.78.118_tisztesség	6
37.76.78.118_korrupció	5
37.76.78.118_korrupt	6
37.76.78.118_eu	6
37.76.78.118_európai	8
37.76.78.118_nyugat	5
37.76.78.118_történelmi	5
37.76.78.118_szülőföld	5
37.76.78.118_béke	6
37.76.78.118_háború	6
37.76.78.118_vita	6
37.76.78.118_ellenzék	5
37.76.78.118_mszp	5
37.76.78.118_dk	5
37.76.78.118_klíma	6
37.76.78.118_felmelegedés	6
37.76.78.118_környezeti	6
37.76.78.118_önkormányzat	5
37.76.78.118_önkormányzatiság	4
188.156.217.28_újszegedi	2
188.156.217.28_vasúti híd	2
188.156.217.28_Bartha	2
89.134.25.226_Ország adósság	2
89.134.25.226_Ország adósság állománya	69
89.134.25.226_adósság állománya Ft-ban	5
188.156.217.28_Makó elővárosi	4
"89.134.25.226_"""	3
"176.63.29.37_kozma péter"""	3
"176.63.29.37_Nyerges Tibor"""	2
176.63.29.37_Nyerges Tibor	1
"176.63.29.37_oláh sándor"""	2
176.63.29.37_oláh sándor	1
"176.63.29.37_pál józsef"""	4
134.255.91.19_Soros	2
134.255.91.19_Klímaváltozás	2
134.255.91.19_Kórház	2
134.255.91.19_Kurva	2
"176.63.29.37_palotás jános"""	4
176.63.181.143_Kisnémedi	2
176.63.181.143_püspökszilágy	4
176.63.181.143_bogádmindszent	3
176.63.181.143_Edelman György	2
176.63.181.143_harrack Péter	2
176.63.181.143_Vác	2
176.63.181.143_1956	2
176.63.181.143_horthy miklós	2
176.63.181.143_adolf hitler	2
176.63.181.143_kádár jános	2
176.63.181.143_Budapest	2
176.63.181.143_orbán viktor	2
176.63.181.143_gyurcsány ferenc	2
176.63.181.143_buzi	2
176.63.181.143_puzsér	2
176.63.181.143_tiborc	2
213.197.86.34_Farkas Flórián	23
213.197.86.34_Farkas Flórián felszólalásai	4
"176.63.29.37_papp pál"""	4
"176.63.29.37_Papp Pál"""	2
"176.63.29.37_Pálfy István"""	4
"176.63.29.37_nagy tamás"""	6
"176.63.29.37_Lassu István"""	3
176.63.151.177_klímaváltozás	9
"80.251.178.106_klímaváltozás"""	2
"176.63.151.177_klímaváltozás"""	2
176.63.151.177_kutya	1
"176.63.151.177_kutya"""	5
80.251.178.106_klímaváltozás	1
"93.176.144.172_""emberi jogok"""""	1
"93.176.144.172_""emberi jogok"""	3
93.176.144.172_lófasz	2
93.176.144.172_karácsony	2
"81.182.34.222_Szólláth Tibor"""	4
188.156.217.28_szegedi vasúti híd	4
188.156.217.28_Szeged híd	7
188.156.217.28_kormány szegedi híd	2
188.156.217.28_Szabó Sándor	3
188.156.217.28_Szabó Sándor híd	2
188.156.217.28_Szabó Sándor Tisza-híd	2
188.156.217.28_B. Nagy László Tisza-híd	2
188.156.217.28_Bartha László Tisza-híd	2
188.156.217.28_Bartha László híd	2
188.156.217.28_Bartha László vasúti híd	4
188.156.217.28_Barta László vasúti híd	4
188.156.217.28_Bartha László szegedi híd	3
"188.156.217.28_demokrácia"""	3
188.156.217.28_Lázár János híd	5
188.156.217.28_Makó-Szeged elővárosi	3
188.156.217.28_Szeged vasúti híd	8
"176.63.29.87_alapjövedelem"""	2
176.63.29.87_kizsákmányolás	2
176.63.29.87_tőke	2
176.63.29.87_tőke felhalmozás	2
176.63.29.87_kapitalizmus	2
176.63.29.87_kapitalista	2
176.63.29.87_kapitalista termelés	3
"84.206.42.142_börtön*"""	1
"178.164.157.145_migráció OR migráns"""	5
178.164.157.145_migráció OR migráns	8
"178.164.157.145_euró"""	4
176.63.22.149_törésvonal	2
176.63.22.149_ideológiai	2
176.63.22.149_ideológia	2
"185.221.143.94_nix ugribugri"""	2
"185.221.143.94_derültség"""	2
185.221.143.94_derültség	17
84.236.68.158_migráció	2
84.236.68.158_privatizáció	6
84.236.68.158_homoszex	2
84.236.68.158_homoszexuális	6
94.21.249.110_privatizáció	37
"94.21.249.110_privatizáció"""	1
"194.88.44.127_""azonos neműek"""	2
157.181.112.14_székesfehérvár	6
157.181.112.14_fehérvár	7
78.131.46.79_szegénység	2
37.76.117.79_Migráns	6
37.76.117.79_Roma	12
37.76.117.79_Cigány	4
"37.76.117.79_Cigány"""	1
37.76.117.79_Olajszőkítés	10
37.76.117.79_Olajszőkítés Pintér	3
"176.63.24.245_korrupció"""	1
"84.2.90.28_Szólláth Tibor"""	4
"149.200.2.96_korrupció"""	2
149.200.2.96_korrupció	3
78.131.100.218_feminista	4
78.131.100.218_metoo	3
78.131.100.218_szerelem	4
78.131.100.218_klímavàltozàs	4
78.131.100.218_klímavàlsàg	4
78.131.100.218_globàlis felmelegedés	3
84.206.42.142_törvénykez*	2
84.206.42.142_törvénykez* bíróság*	2
84.206.42.142_törvénykez* and bíróság*	2
84.206.42.142_törvénykez* and bíró*	2
84.206.42.142_törvénykez* + bíró*	2
84.206.42.142_törvénykez* bíró* igazság*	2
178.48.162.223_taláros testület*	2
84.206.42.142_törvénykezés* törvébyhozás*	2
84.206.42.142_törvénykezés* törvébvhozás*	2
84.206.42.142_törvénykezés* törvényhozás*	2
178.48.162.223_mifelénk	5
84.206.42.142_unparliamentary	2
84.206.42.142_unparliament	2
84.206.42.142_unparliament*	2
84.206.42.142_országgyűlési könyvtár*	2
"84.206.42.142_""országgyűlési könyvtár""*"	14
"84.206.42.142_""országgyűlési könyvtár"""	2
"84.206.42.142_""országgyűlési könyvtár*"""	2
"84.206.42.142_""országgyűlés* könyvtár"""	2
89.135.35.225_tiborcz	2
89.135.35.225_habony	2
89.135.35.225_farkas flórián	2
89.135.35.225_vasút	2
5.187.134.151_geci	2
5.187.134.151_farok	2
5.187.134.151_fasz	2
5.187.134.151_faszom	2
5.187.134.151_pénisz	2
5.187.134.151_csöcs	2
5.187.134.151_bumburnyák	2
5.187.134.151_köcsög	2
5.187.134.151_pina	2
5.187.134.151_punci	2
"188.142.231.45_""Tisza István"""""	2
188.142.231.45_kommunista	2
"188.142.231.45_"""	2
"176.63.19.113_Területfejlesztés"""	2
176.63.19.113_erdély	2
"89.132.131.171_""nyolcadik kerület"""	2
"89.132.131.171_""8. kerület"""	2
"89.132.131.171_""kerület"""	2
"89.132.131.171_""VIII kerület"""	21
89.132.131.171_józsefváros	5
176.63.22.38_propaganda	2
176.63.22.38_nyomor	2
176.63.22.38_féreg	2
5.38.149.16_bíró márk	2
"66.249.69.159_""száz lépés"""""	1
"66.249.69.159_kompromisszum"""	2
"66.249.69.157_keresztényüldözés"""	2
"66.249.69.158_""polgári Magyarország"""""	1
"66.249.69.157_""polgári Magyarország"""""	1
"66.249.69.157_kikérem magamnak"""	2
"66.249.69.158_elszámoltatás"""	2
"66.249.69.158_rezsicsökkentés"""	2
84.224.98.206_star wars	2
"84.224.98.206_star wars"""	4
84.224.98.206_csillagok áborúja	2
84.224.98.206_csillagok háborúja	4
84.224.98.206_csillagok háborúj	2
"84.224.98.206_""csillagok háborúja"""	4
"84.224.98.206_""skywalker"""	2
"84.224.98.206_""luke"""	4
"84.224.98.206_""az erő"""	2
"84.224.98.206_""az erő legyen veled"""	2
"84.224.98.206_""yoda"""	2
"84.224.98.206_""leia"""	2
"84.224.98.206_""organa"""	2
"84.224.98.206_""padmé"""	2
"84.224.98.206_""amidala"""	2
"84.224.98.206_""sötét oldal"""	2
"84.224.98.206_""tatuin"""	4
"84.224.98.206_""Birodalom"""	2
"84.224.98.206_""Galaktikus Birodalom"""	2
"84.224.98.206_""palpatine"""	2
"84.224.98.206_""jedi"""	6
"84.224.98.206_""jeditanács"""	4
"84.224.98.206_""jedi lovag"""	2
"84.224.98.206_""elmetrükk"""	2
"84.224.98.206_""jedi erő"""	2
"84.224.98.206_""világos oldal"""	2
"84.224.98.206_""baljós árnyak"""	2
"84.224.98.206_""klónok"""	2
"84.224.98.206_""klónok támadása"""	2
"84.224.98.206_""a klónok támadása"""	6
"84.224.98.206_""sith"""	2
"84.224.98.206_""A sith-ek bosszúja"""	2
"84.224.98.206_""Egy új remény"""	2
"84.224.98.206_""új remény"""	2
84.224.98.206_Egy AND új AND remény	2
84.224.98.206_baljós AND árnyak	2
84.224.98.206_csillagok AND háborúja	2
"84.224.98.206_"""	4
92.249.230.197_tisztelet	3
"92.249.230.197_"""	2
92.249.230.197_megszólít	2
92.249.230.197_szoknya	3
92.249.230.197_polgár	2
92.249.230.197_állampolgár	2
92.249.230.197_állampolgári	2
92.249.230.197_állampolgárokkal	2
"92.249.230.197_""állampolgárokkal"""	2
176.63.31.23_soros	4
"92.249.170.36_""kiss gábor"""""	6
"92.249.170.36_""kiss gábor"""	37
"188.143.84.140_""kiss gábor"""""	2
"188.143.84.140_""kiss gábor"""	32
"94.21.90.94_""kiss gábor"""	23
"130.43.219.192_rezsicsökkentés"""	2
130.43.219.192_Kiss gábor	3
94.21.90.94_Dr Kiss Gábor	6
"94.21.90.94_"""	2
"66.249.79.87_derültség"""	2
"66.249.79.87_keresztényüldözés"""	1
"66.249.79.89_""polgári Magyarország"""""	1
"66.249.79.89_elszámoltatás"""	1
"66.249.79.89_rezsicsökkentés"""	1
"66.249.79.87_""száz lépés"""""	1
"78.131.104.214_""kiss gábor"""""	2
"78.131.104.214_""kiss gábor"""	1
"66.249.66.213_derültség"""	1
178.48.162.223_sima liba	2
"178.48.162.223_""alsó hangon"""	5
"84.3.165.159_"""	2
"5.38.167.85_euró"""	2
"5.38.167.85_euro beveztése"""	2
5.38.167.85_euro beveztése	1
"5.38.167.85_bevezet"""	2
5.38.167.85_bevezet	16
"5.38.167.85_euro"""	2
"213.229.183.42_demokrácia"""	1
"5.38.167.85_céldátum"""	2
5.38.167.85_céldátum	1
"5.38.167.85_Euró"""	2
"5.38.167.85_Euró bevezet"""	2
"178.21.51.150_"""	12
"178.21.51.150_""emberi jogok"""""	3
92.249.185.201_budapesti vegyiművek	4
"92.249.185.201_budapesti vegyiművek"""	4
"84.3.156.30_korrupció"""	2
"84.3.156.30_költségvetés"""	2
188.156.217.28_Kübekháza	20
188.156.217.28_Tiszasziget	7
188.156.217.28_Újszentiván	8
188.156.217.28_Deszk	7
188.156.217.28_Domaszék	7
188.156.217.28_Dóc	5
188.156.217.28_Röszke	9
84.206.62.4_Tiszasziget	2
"5.38.145.28_informatika"""	3
"5.38.145.28_fertőzés"""	2
"5.38.145.28_kommunista"""	2
130.93.196.178_gönyű	3
"62.165.202.28_korrupció"""	2
188.156.217.28_Algyő	4
"188.156.217.28_Dóc"""	1
188.156.217.28_Ferencszállás	2
188.156.217.28_Klárafalva	2
188.156.217.28_Petőfiszállás	2
188.156.217.28_Sándorfalva	4
188.156.217.28_Szatymaz	6
188.156.217.28_Zsombó	2
"188.156.217.28_""harmadik híd"""	2
"188.156.217.28_""harmadik híd"" and Szeged"	2
188.156.217.28_harmadik híd and Szeged	2
188.156.217.28_Szeged and híd	2
188.156.217.28_Röszke and szír	2
188.156.217.28_Debrecen	2
188.156.217.28_Miskolc	2
188.156.217.28_Pécs	2
188.156.217.28_Kecskemét	2
188.156.217.28_Budapest	2
188.156.217.28_szeged	3
130.93.196.178_kurva	5
130.93.196.178_zsidó	2
188.157.238.83_Obstrukció	3
"176.77.129.190_trianon"""	2
86.160.48.24_ozonlyuk	2
86.160.48.24_szendiokszid	2
86.160.48.24_co2	2
86.160.48.24_simicska	2
86.160.48.24_harmas	2
86.160.48.24_harmas metro	2
86.160.48.24_bajnai	2
217.113.63.5_mátrai erőmű	7
94.21.212.179_liberál	2
94.21.212.179_liberális	6
94.27.240.190_Kisújszállás	3
"94.27.240.190_Kisújszállás"""	1
176.63.23.197_ado	2
176.63.23.197_adobevallas	2
130.93.196.178_kurva anyádat	5
130.93.196.178_buzi	2
130.93.196.178_újiráz	3
130.93.196.178_nagyszentjános	2
195.38.116.222_kőris	10
195.38.116.222_kőris gomba	4
195.38.116.222_gomba	3
"134.255.99.28_hazaáruló"""	2
"151.0.87.48_korrupció"""	3
151.0.87.48_korrupció	1
151.0.87.48_Monor	2
"151.0.87.48_Monor"""	1
37.76.117.116_nemzeti toke	3
37.76.117.116_nemzeti tőke	2
37.76.117.116_tőkés osztály	2
37.76.117.116_nemzeti nagy tőkés	2
37.76.117.116_nagy tőkés	2
37.76.117.116_nagy tőkések	4
37.76.117.116_nemzeti tulajdonosok	4
78.131.57.91_Tisza-híd	2
78.131.57.91_Déli Tisza-híd	3
78.131.57.91_híd	2
78.131.57.91_szegedi híd	2
78.131.57.91_harmadik híd	2
78.131.57.91_Szeged	3
87.242.19.148_hajléktalan	45
"66.249.64.53_hazaáruló"""	1
"94.21.212.53_privatizáció"""	2
94.21.212.53_privatizáció	1
94.21.99.246_csuhások	3
94.21.99.246_hajózás	2
"94.21.99.246_"""	2
94.21.99.246_csuhás	2
"85.67.60.152_kisújszállás"""	2
85.67.60.152_kisújszállás	4
"85.67.60.152_pina"""	2
"85.67.60.152_"""	2
92.52.220.244_Nirvana	2
92.52.220.244_Metallica	2
92.52.220.244_Sátánizmus	2
188.156.196.33_kuki	2
188.156.196.33_politikus	2
"62.165.202.138_privatizáció"""	2
62.165.202.138_privatizáció	13
81.182.47.40_mondjon le	2
81.182.47.40_Köcsög	8
81.182.47.40_kurva	4
81.182.47.40_Stefán	8
81.182.47.40_lókupec	2
81.182.47.40_Orbán	4
81.182.47.40_Gyurcsány	2
188.36.7.226_migárns	4
188.36.7.226_migráns	5
188.36.7.226_arató gergely	4
"176.241.13.2_hazaáruló"""	2
80.99.57.218_Migráns	7
"81.182.16.229_migráció OR migráns"""	3
81.182.16.229_migráció OR migráns	1
"81.182.16.229_"""	12
81.182.16.229_emberek	2
81.182.16.229_csillagok háborúja	2
81.182.16.229_európai unió	2
37.76.72.193_homoszexuális	9
"37.76.72.193_homoszexuális"""	4
"37.76.19.208_homoszexuális"""	4
37.76.19.208_homoszexuális	3
37.76.19.208_Buzi	2
"37.76.19.208_Buzi"""	2
"188.156.108.104_""emberi jogok"""""	2
188.156.108.104_olajszokites	2
"188.156.108.104_olajszokites"""	3
188.156.108.104_Szél Péter	3
"216.185.19.10_""emberi jogok"""""	6
"216.185.19.10_""emberi jogok"""	10
"216.185.19.10_"""	2
"216.185.19.10_korrupció"""	1
"188.6.233.17_migráció OR migráns"""	1
"188.6.233.17_""soros györgy"""""	1
188.6.233.17_Lego	2
188.6.233.17_Szabolcsveresmart	6
188.6.233.17_Kisvárda	2
188.156.108.104_Szabó Lukács	5
188.156.108.104_Solt pál	4
"188.156.108.104_Solt pál"""	3
188.156.108.104_Olajbizottság	3
"84.236.2.108_költségvetés"""	1
84.236.2.108_költségvetés	2
"176.63.19.13_nix ugribugri"""	2
"89.134.103.1_techno"""	2
"66.249.66.76_trianon"""	1
"84.206.48.246_korrupció"""	4
84.206.48.246_korrupció	1
"84.3.199.10_korrupció"""	2
84.3.199.10_korrupció	22
79.121.5.230_sikicska	3
79.121.5.230_simicska	2
79.121.5.230_herczeg tamás	4
"84.224.211.84_kikérem magamnak"""	2
84.224.211.84_Soros György	2
84.224.211.84_Soros	2
84.224.211.84_felháborító	2
84.224.211.84_derültség	2
"84.236.71.163_korrupció"""	3
84.236.71.163_osztolykán	2
"84.236.71.163_osztolykán"""	3
84.236.71.163_osztolykán roma	3
"66.249.64.53_felháborító"""	1
"91.228.212.86_""száz lépés"""""	4
"66.249.75.30_elszámoltatás"""	1
37.120.144.116_papok	2
"37.120.144.116_""papok"""	2
37.120.144.116_egyház	4
37.120.144.116_papok orbán	2
"37.120.144.116_papok orbán"""	1
37.120.144.116_orbán	3
"128.6.37.49_kikérem magamnak"""	2
"62.165.202.41_privatizáció"""	4
62.165.202.41_privatizáció	57
"66.249.73.149_trianon"""	1
"92.249.171.108_Területfejlesztés"""	2
"92.249.171.108_""soros györgy"""""	1
"92.249.171.108_""kiss gábor"""""	1
"92.249.171.108_""kiss gábor"""	5
85.238.85.129_300	2
85.238.85.129_300 euró	2
85.238.85.129_300 forint fölé emelkedik	7
"85.238.85.129_""300 forint fölé emelkedik"""	2
"85.238.85.129_euró ""le kell mondania"""	2
85.238.85.129_300 forint euró	2
"85.238.85.129_"""	3
85.238.85.129_forint AND euró	28
"85.238.85.129_forint AND euró"""	1
173.252.95.33_forint AND euró	2
176.63.17.48_forint AND euró	2
"37.76.69.41_forint AND euró"""	4
37.76.69.41_forint AND euró	1
"188.156.34.178_felháborító"""	3
188.156.34.178_felháborító	3
"66.249.76.85_keresztényüldözés"""	1
"5.204.55.175_derültség"""	2
5.204.55.175_derültség	1
5.204.55.175_Torgyán József	2
"5.204.55.175_Torgyán József"""	2
5.204.55.175_Kuncze Gábor	4
"5.187.158.178_privatizáció"""	2
5.187.158.178_privatizáció	2
"94.21.212.198_hát"""	2
"94.21.212.198_tulajdonképpen"""	2
"94.21.212.198_voltaképpen"""	2
"94.21.212.198_izé"""	2
"94.21.212.198_vajon"""	2
"178.164.244.233_privatizáció"""	4
178.164.244.233_privatizáció	2
"91.82.173.185_korrupció"""	3
"66.249.73.151_migráció"""	1
"62.165.201.126_privatizáció"""	5
62.165.201.126_privatizáció	30
"66.249.73.149_kikérem magamnak"""	1
84.206.42.2_poliészter	2
"84.206.42.2_poliészter"""	1
84.206.42.2_vásárhelyi Pál	2
"84.206.42.2_""Vásárhelyi Pál"""	2
84.206.42.2_titkár úr	25
84.206.42.2_politikai vita	2
84.206.42.2_Z. Kárpát Dániel	4
84.206.42.2_dr. Kádár Béla	4
"66.249.69.157_kompromisszum"""	1
"66.249.69.157_""száz lépés"""""	1
"66.249.69.159_""polgári Magyarország"""""	1
"93.122.250.90_keresztényüldözés"""	2
"66.249.69.157_nix ugribugri"""	1
46.139.251.114_Számvevőszék	14
176.63.18.97_erőszak	23
176.63.18.97_családon belüli erőszak	30
"176.63.18.97_""belüli erőszak"""	2
